jsondatas;Identifiant;Type;Catégorie;Description;Localisation;Nom;jsondatas_refdevice_value;jsondatas_refparkinggroup_value;jsondatas_refparkingsite_value;Statut;Date du statut;Adresse;Url
"{""id"": ""998"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-09T09:37:28.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""OB03"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.61975229"", ""5.56479718""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""OB03"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1964"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""142"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-09T09:37:28.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3580756, ""metadata"": {}}}";998;ParkingSpot;onstreet,SHOPANDDRIVE;OB03;50.61975229, 5.56479718;OB03;1964;142;LIEGE;Occupé;2023-05-09T11:37:28+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""35"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-08T20:28:05.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""PS10"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63964600"", ""5.58446400""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""PS10"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1802"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""4"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-08T20:28:05.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3579099, ""metadata"": {}}}";35;ParkingSpot;onstreet,SHOPANDDRIVE;PS10;50.639646, 5.584464;PS10;1802;4;LIEGE;Libre;2023-05-08T22:28:05+02:00;Rue Puits-en-Sock;https://www.liege.be/shopanddrive
"{""id"": ""38"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-08T15:31:49.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""PS13"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63974700"", ""5.58429300""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""PS13"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1812"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""4"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-08T15:31:49.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3578284, ""metadata"": {}}}";38;ParkingSpot;onstreet,SHOPANDDRIVE;PS13;50.639747, 5.584293;PS13;1812;4;LIEGE;Occupé;2023-05-08T17:31:49+02:00;Rue Puits-en-Sock;https://www.liege.be/shopanddrive
"{""id"": ""398"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:19:16.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""AV07"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63658923"", ""5.56745047""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""AV07"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2036"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""162"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:19:16.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587937, ""metadata"": {}}}";398;ParkingSpot;onstreet,KISSANDRIDE;AV07;50.63658923, 5.56745047;AV07;2036;162;LIEGE;Occupé;2023-05-10T18:19:16+02:00;;https://www.liege.be/kissandride
"{""id"": ""107"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:16:06.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""TR02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63914058"", ""5.56554619""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""TR02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1806"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""14"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:16:06.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587850, ""metadata"": {}}}";107;ParkingSpot;onstreet,SHOPANDDRIVE;TR02;50.63914058, 5.56554619;TR02;1806;14;LIEGE;Libre;2023-05-10T18:16:06+02:00;Rue Trappé;https://www.liege.be/shopanddrive
"{""id"": ""972"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:28:35.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""JA01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.61108716"", ""5.60012465""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""JA01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2064"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""135"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T16:28:35.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587226, ""metadata"": {}}}";972;ParkingSpot;onstreet,SHOPANDDRIVE;JA01;50.61108716, 5.60012465;JA01;2064;135;LIEGE;Libre;2023-05-10T18:28:35+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""383"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T06:37:42.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""AG01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64596865"", ""5.56633633""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""AG01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2027"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""67"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T06:37:42.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3584424, ""metadata"": {}}}";383;ParkingSpot;onstreet,KISSANDRIDE;AG01;50.64596865, 5.56633633;AG01;2027;67;LIEGE;Occupé;2023-05-10T08:37:42+02:00;;https://www.liege.be/kissandride
"{""id"": ""329"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T07:19:36.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""PC05"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.65538287"", ""5.60594703""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""PC05"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2040"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""48"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T07:19:36.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3584764, ""metadata"": {}}}";329;ParkingSpot;onstreet,SHOPANDDRIVE;PC05;50.65538287, 5.60594703;PC05;2040;48;LIEGE;Occupé;2023-05-10T09:19:36+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""952"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T09:24:00.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""LB03"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.61950589"", ""5.60365005""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""LB03"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2019"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""128"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T09:24:00.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3585543, ""metadata"": {}}}";952;ParkingSpot;onstreet,SHOPANDDRIVE;LB03;50.61950589, 5.60365005;LB03;2019;128;LIEGE;Occupé;2023-05-10T11:24:00+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""980"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T09:54:19.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""LA02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62356974"", ""5.58304001""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""LA02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1880"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""137"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T09:54:19.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3585703, ""metadata"": {}}}";980;ParkingSpot;onstreet,SHOPANDDRIVE;LA02;50.62356974, 5.58304001;LA02;1880;137;LIEGE;Libre;2023-05-10T11:54:19+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""324"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T12:16:20.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""CP02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.65543470"", ""5.57206479""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""CP02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1938"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""157"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T12:16:20.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3586450, ""metadata"": {}}}";324;ParkingSpot;onstreet,KISSANDRIDE;CP02;50.6554347, 5.57206479;CP02;1938;157;LIEGE;Occupé;2023-05-10T14:16:20+02:00;;https://www.liege.be/kissandride
"{""id"": ""19"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T12:32:32.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""PS17"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64095000"", ""5.58246100""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""PS17"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1914"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""4"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T12:32:32.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3586566, ""metadata"": {}}}";19;ParkingSpot;onstreet,SHOPANDDRIVE;PS17;50.64095, 5.582461;PS17;1914;4;LIEGE;Occupé;2023-05-10T14:32:32+02:00;Rue Puits-en-Sock;https://www.liege.be/shopanddrive
"{""id"": ""334"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T13:06:04.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""VM02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.65085262"", ""5.59202755""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""VM02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1852"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""50"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T13:06:04.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3586742, ""metadata"": {}}}";334;ParkingSpot;onstreet,KISSANDRIDE;VM02;50.65085262, 5.59202755;VM02;1852;50;LIEGE;Libre;2023-05-10T15:06:04+02:00;;https://www.liege.be/kissandride
"{""id"": ""113"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T13:55:22.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""GR22"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63342900"", ""5.58294700""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""GR22"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2086"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""2"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T13:55:22.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587020, ""metadata"": {}}}";113;ParkingSpot;onstreet,SHOPANDDRIVE;GR22;50.633429, 5.582947;GR22;2086;2;LIEGE;Libre;2023-05-10T15:55:22+02:00;Rue Grétry;https://www.liege.be/shopanddrive
"{""id"": ""359"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T14:02:16.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""FT02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62681424"", ""5.58200159""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""FT02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1875"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""59"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T14:02:16.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3586956, ""metadata"": {}}}";359;ParkingSpot;onstreet,KISSANDRIDE;FT02;50.62681424, 5.58200159;FT02;1875;59;LIEGE;Libre;2023-05-10T16:02:16+02:00;;https://www.liege.be/kissandride
"{""id"": ""23"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T14:05:28.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""SU02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64092000"", ""5.58209500""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""SU02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1769"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""5"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T14:05:28.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587012, ""metadata"": {}}}";23;ParkingSpot;onstreet,SHOPANDDRIVE;SU02;50.64092, 5.582095;SU02;1769;5;LIEGE;Libre;2023-05-10T16:05:28+02:00;Rue Surlet;https://www.liege.be/shopanddrive
"{""id"": ""186"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T14:17:13.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""CA03"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64017679"", ""5.57495964""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""CA03"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1808"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""17"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T14:17:13.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587184, ""metadata"": {}}}";186;ParkingSpot;onstreet,SHOPANDDRIVE;CA03;50.64017679, 5.57495964;CA03;1808;17;LIEGE;Occupé;2023-05-10T16:17:13+02:00;Rue des Carmes;https://www.liege.be/shopanddrive
"{""id"": ""1015"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T14:16:05.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""FE01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.61047335"", ""5.55270844""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""FE01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2131"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""144"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T14:16:05.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587173, ""metadata"": {}}}";1015;ParkingSpot;onstreet,SHOPANDDRIVE;FE01;50.61047335, 5.55270844;FE01;2131;144;LIEGE;Occupé;2023-05-10T16:16:05+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""976"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T14:30:16.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""VN03"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62816076"", ""5.58108776""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""VN03"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1870"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""136"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T14:30:16.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587282, ""metadata"": {}}}";976;ParkingSpot;onstreet,SHOPANDDRIVE;VN03;50.62816076, 5.58108776;VN03;1870;136;LIEGE;Occupé;2023-05-10T16:30:16+02:00;;https://www.liege.be/shopanddrive
